,area_type,availability,location,society,total_sqft,bath,balcony,price,bedroom
11657,Super built-up  Area,Ready To Move,Kudlu,Srrnasa,1027.0,2.0,1.0,44.0,2
11658,Plot  Area,Ready To Move,Whitefield,Leuseut,1575.0,4.0,3.0,250.0,4
11659,Super built-up  Area,18-May,Bommasandra,SSestth,1365.0,3.0,1.0,52.82,3
11660,Super built-up  Area,Ready To Move,Yelahanka New Town,KHatsFl,650.0,1.0,1.0,18.0,1
11663,Built-up  Area,Ready To Move,7th Phase JP Nagar,LencyRe,1075.0,2.0,1.0,57.0,3
11664,Super built-up  Area,Ready To Move,Banashankari,SuentAp,1100.0,2.0,1.0,63.0,2
11666,Super built-up  Area,Ready To Move,Kammasandra,Daden G,1500.0,3.0,2.0,65.0,3
11669,Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1246.0,2.0,1.0,67.5,2
11670,Super built-up  Area,18-Apr,Bhoganhalli,Rosha I,1718.0,3.0,2.0,90.2,3
11671,Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,1075.0,2.0,1.0,32.0,3
11678,Super built-up  Area,Ready To Move,Hosur Road,Kelmsoy,1685.0,3.0,1.0,90.0,3
11679,Super built-up  Area,Ready To Move,other,KSidems,1180.0,2.0,2.0,65.0,2
11680,Built-up  Area,Ready To Move,other,BadorSp,1200.0,2.0,1.0,60.0,2
11682,Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,900.0,2.0,1.0,41.0,2
11683,Built-up  Area,Ready To Move,other,BhisePa,1000.0,2.0,1.0,45.0,2
11686,Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1404.0,2.0,1.0,70.0,2
11687,Super built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,1610.0,2.0,2.0,115.0,3
11688,Super built-up  Area,18-Jul,Varthur,Unris E,1760.0,2.0,1.0,85.0,2
11690,Built-up  Area,Ready To Move,other,Adarkya,1190.0,2.0,2.0,42.0,2
11692,Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,2415.0,3.0,2.0,399.0,3
11693,Super built-up  Area,18-May,Gunjur,BMineis,1235.0,2.0,2.0,44.5,2
11694,Super built-up  Area,Ready To Move,other,TNnumla,1275.0,2.0,3.0,55.0,2
11696,Super built-up  Area,Ready To Move,Harlur,Prncyrn,1197.0,2.0,1.0,76.0,2
11697,Super built-up  Area,20-Dec,Begur Road,Pruthg ,644.0,1.0,1.0,32.0,1
11699,Super built-up  Area,18-Apr,Neeladri Nagar,SKisyDa,1105.0,2.0,2.0,30.0,2
11704,Super built-up  Area,Ready To Move,Hormavu,ARaveSa,1206.0,2.0,1.0,55.0,2
11705,Super built-up  Area,Ready To Move,Choodasandra,MJiyayl,1560.0,3.0,2.0,78.0,3
11706,Super built-up  Area,Ready To Move,7th Phase JP Nagar,Brnia G,750.0,1.0,2.0,47.0,1
11707,Built-up  Area,Ready To Move,Billekahalli,Chuti S,1035.0,2.0,2.0,90.0,2
11709,Super built-up  Area,Ready To Move,Sarjapur  Road,SJityaz,702.0,1.0,0.0,35.8,1
11715,Super built-up  Area,Ready To Move,Yelahanka New Town,SLhidOr,1426.0,2.0,2.0,61.5,3
11716,Super built-up  Area,Ready To Move,Green Glen Layout,Sortz Q,1885.0,3.0,2.0,135.0,3
11717,Super built-up  Area,18-Mar,Old Madras Road,SheldGr,935.0,2.0,0.0,37.77,2
11718,Super built-up  Area,18-Apr,Old Madras Road,Saesttt,1171.0,2.0,2.0,73.0,2
11720,Super built-up  Area,Ready To Move,Budigere,PrityTr,1820.0,3.0,2.0,95.0,3
11721,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1580.0,2.0,2.0,66.85,3
11722,Super built-up  Area,Ready To Move,Whitefield,SMuilan,1452.0,2.0,2.0,46.29,3
11723,Super built-up  Area,Ready To Move,Hennur Road,Mileeou,1445.0,2.0,1.0,89.56,3
11724,Super built-up  Area,Ready To Move,other,Meines ,1170.0,2.0,1.0,39.0,2
11726,Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,1100.0,3.0,2.0,53.0,3
11728,Built-up  Area,Ready To Move,Rachenahalli,NRniad ,2600.0,3.0,2.0,160.0,3
11729,Super built-up  Area,Ready To Move,other,ALtonea,1532.0,3.0,2.0,59.75,3
11731,Super built-up  Area,Ready To Move,Jakkur,HRaniIb,1473.0,2.0,1.0,85.0,2
11732,Super built-up  Area,Ready To Move,other,Prone M,1350.0,3.0,2.0,80.99,3
11733,Super built-up  Area,Ready To Move,other,Prigh L,4040.0,4.0,0.0,500.0,4
11734,Super built-up  Area,18-Jan,CV Raman Nagar,Pu270a ,1980.0,4.0,2.0,166.0,3
11735,Super built-up  Area,22-Jun,Hoodi,GoAirej,1660.0,3.0,2.0,128.0,3
11738,Plot  Area,Ready To Move,Neeladri Nagar,Coleyli,4000.0,5.0,2.0,425.0,5
11739,Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2475.0,4.0,3.0,340.0,3
11741,Super built-up  Area,Ready To Move,other,Esncyth,1080.0,2.0,1.0,48.0,2
11742,Super built-up  Area,Ready To Move,Electronic City,Elodsre,1521.0,2.0,2.0,57.5,3
11743,Built-up  Area,Ready To Move,other,GRvasth,1053.0,2.0,0.0,51.0,2
11744,Super built-up  Area,18-Mar,Binny Pete,Shestlo,2406.0,5.0,2.0,289.0,3
11747,Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1430.0,2.0,2.0,51.48,3
11752,Super built-up  Area,Ready To Move,Uttarahalli,SBiewid,1000.0,2.0,2.0,39.5,2
11753,Super built-up  Area,Ready To Move,Bannerghatta Road,Guranya,1630.0,3.0,3.0,68.0,3
11754,Super built-up  Area,Ready To Move,Kammasandra,Pre 1ri,985.0,2.0,1.0,40.5,2
11755,Super built-up  Area,Ready To Move,BTM 2nd Stage,Chaldi ,1200.0,2.0,2.0,70.0,2
11757,Super built-up  Area,Ready To Move,other,Amsomun,1670.0,3.0,2.0,59.0,3
11759,Plot  Area,16-Jan,Sarjapur  Road,Saacesa,1240.0,4.0,0.0,110.0,4
11760,Built-up  Area,Ready To Move,other,AsensGa,1000.0,2.0,2.0,60.0,2
11764,Super built-up  Area,19-Aug,Begur Road,Pruthg ,2500.0,6.0,0.0,122.5,4
11765,Super built-up  Area,Ready To Move,Haralur Road,RInceeg,1140.0,2.0,2.0,43.0,2
11766,Super built-up  Area,Ready To Move,Nagarbhavi,Deens G,1635.0,3.0,3.0,85.0,3
11769,Super built-up  Area,Ready To Move,other,Saitya ,1760.0,3.0,2.0,185.0,3
11770,Super built-up  Area,Ready To Move,Harlur,SrEndPo,2137.0,3.0,2.0,110.0,3
11771,Super built-up  Area,Ready To Move,Hennur Road,Koagati,973.0,2.0,1.0,50.74,2
11772,Super built-up  Area,18-Jun,Kundalahalli,Dieldli,1724.0,3.0,1.0,146.0,3
11776,Super built-up  Area,Ready To Move,Kambipura,Prrtht ,883.0,2.0,1.0,49.0,2
11778,Super built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,2787.0,5.0,2.0,220.0,4
11779,Built-up  Area,Ready To Move,other,Grmes L,1470.0,2.0,3.0,60.0,3
11780,Super built-up  Area,20-Apr,Electronics City Phase 1,DSrry S,891.0,2.0,1.0,24.95,2
11782,Super built-up  Area,Ready To Move,Kothanur,Somumys,1787.0,3.0,2.0,120.0,3
11784,Super built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,1320.0,2.0,2.0,110.0,2
11785,Super built-up  Area,18-Aug,Yeshwanthpur,Aroomba,1692.0,3.0,3.0,108.0,3
11786,Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1400.0,3.0,2.0,69.0,3
11788,Super built-up  Area,Ready To Move,Whitefield,Sparam ,1370.0,2.0,2.0,56.0,2
11789,Super built-up  Area,18-Feb,other,MNtha A,1602.0,3.0,2.0,56.0,3
11791,Super built-up  Area,Ready To Move,other,Srg Bnc,675.0,1.0,1.0,35.0,1
11792,Built-up  Area,Ready To Move,Chikka Tirupathi,Theanmp,3250.0,4.0,2.0,136.0,4
11793,Super built-up  Area,Ready To Move,Whitefield,Prarat ,1050.0,2.0,3.0,43.0,2
11794,Built-up  Area,Ready To Move,other,Srigmsw,1035.0,2.0,1.0,42.5,2
11795,Super built-up  Area,17-Feb,Sarjapur  Road,MJinele,1200.0,2.0,2.0,44.0,3
11796,Super built-up  Area,Ready To Move,Sarjapur  Road,Saitya ,1800.0,3.0,2.0,128.0,3
11797,Built-up  Area,Ready To Move,Green Glen Layout,Prodsm ,1625.0,3.0,2.0,70.0,3
11798,Super built-up  Area,20-Dec,Electronics City Phase 1,DSsicky,1032.0,2.0,1.0,31.99,2
11799,Super built-up  Area,18-Apr,Whitefield,Asarqz ,1496.0,2.0,1.0,71.81,3
11802,Built-up  Area,18-Dec,Electronic City Phase II,Sryalan,1125.0,2.0,1.0,32.63,2
11803,Super built-up  Area,Ready To Move,other,MSadeed,1555.0,3.0,3.0,73.0,3
11804,Super built-up  Area,Ready To Move,other,Srncy R,1025.0,2.0,1.0,42.0,2
11805,Super built-up  Area,19-Mar,Hennur Road,Puachal,1482.0,2.0,1.0,83.73,3
11807,Super built-up  Area,Ready To Move,other,Prdowth,900.0,2.0,1.0,44.5,2
11808,Super built-up  Area,Ready To Move,Yelahanka,Rarthne,1355.0,2.0,3.0,75.0,3
11811,Super built-up  Area,Ready To Move,other,AritaFe,1563.0,3.0,2.0,63.0,3
11817,Super built-up  Area,Ready To Move,Marathahalli,Prionad,1360.0,2.0,1.0,101.0,2
11818,Super built-up  Area,Ready To Move,Hegde Nagar,Golmsn ,1835.0,3.0,3.0,88.0,3
11819,Built-up  Area,Ready To Move,Rachenahalli,NRodsen,1756.0,3.0,2.0,110.0,3
11820,Super built-up  Area,Ready To Move,8th Phase JP Nagar,MBodsen,1296.0,2.0,2.0,51.83,3
11821,Super built-up  Area,Ready To Move,Haralur Road,NDionas,1300.0,2.0,1.0,75.0,2
11822,Super built-up  Area,Ready To Move,Anandapura,ViensRK,1141.0,2.0,1.0,50.0,2
11824,Built-up  Area,Ready To Move,Electronic City,DSgmax ,1210.0,2.0,1.0,55.0,2
11825,Super built-up  Area,Ready To Move,Hormavu,Savar S,1310.0,2.0,2.0,67.0,2
11827,Super built-up  Area,18-Aug,Magadi Road,Vrenty ,1187.0,2.0,0.0,55.195,3
11828,Super built-up  Area,Ready To Move,Gubbalala,MauilTr,1745.0,3.0,2.0,140.0,3
11832,Super built-up  Area,18-Apr,Electronic City Phase II,Sryalan,1140.0,2.0,1.0,34.0,2
11833,Super built-up  Area,Ready To Move,Varthur,Vaensia,1210.0,2.0,2.0,54.0,2
11835,Super built-up  Area,Ready To Move,Sarjapur,DSousyl,633.0,1.0,1.0,17.09,1
11836,Built-up  Area,Ready To Move,other,Prowsi ,485.0,1.0,1.0,19.5,1
11837,Super built-up  Area,Ready To Move,Varthur,DSingSt,1112.0,2.0,2.0,40.0,2
11839,Super built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,2275.0,4.0,2.0,187.0,3
11840,Super built-up  Area,Ready To Move,other,BrlonAv,1419.0,3.0,2.0,85.0,3
11843,Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1047.0,2.0,2.0,91.0,2
11844,Super built-up  Area,Ready To Move,Thanisandra,Soitya ,1884.0,4.0,2.0,117.0,3
11846,Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,905.0,2.0,1.0,58.0,2
11847,Super built-up  Area,Ready To Move,JP Nagar,Brwernn,1500.0,2.0,1.0,108.0,3
11852,Super built-up  Area,Ready To Move,Hennur Road,Maity W,1305.0,2.0,1.0,77.0,3
11853,Super built-up  Area,Ready To Move,Billekahalli,Asity S,1125.0,2.0,1.0,65.0,2
11854,Super built-up  Area,Ready To Move,other,Raave E,865.0,2.0,2.0,33.0,2
11855,Super built-up  Area,Ready To Move,Jigani,DLhtsen,1245.0,3.0,3.0,66.0,3
11857,Super built-up  Area,Ready To Move,other,Ozquaba,1145.0,2.0,2.0,60.0,3
11858,Built-up  Area,Ready To Move,AECS Layout,Concyvi,2000.0,3.0,1.0,90.0,3
11859,Super built-up  Area,19-Mar,Hosa Road,Skume R,625.0,1.0,1.0,43.68,1
11860,Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1724.0,3.0,2.0,128.0,3
11862,Super built-up  Area,Ready To Move,Sarjapur  Road,Shthi S,1270.0,2.0,1.0,54.0,3
11864,Super built-up  Area,20-Dec,Jakkur,ArndsSk,1485.0,3.0,2.0,72.0,3
11870,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1950.0,4.0,2.0,120.0,3
11871,Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1756.0,3.0,2.0,125.0,3
11873,Super built-up  Area,19-Sep,Chandapura,SuVue S,520.0,1.0,1.0,14.04,1
11874,Built-up  Area,Ready To Move,other,Jyavet ,1025.0,2.0,1.0,48.0,2
11877,Super built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,3335.0,4.0,3.0,300.0,4
11879,Super built-up  Area,18-Apr,Begur,Arera V,1411.0,2.0,2.0,60.0,3
11880,Super built-up  Area,Ready To Move,Kanakpura Road,SPthara,1320.0,2.0,1.0,39.6,3
11881,Built-up  Area,Ready To Move,other,Srentea,1320.0,2.0,0.0,50.0,2
11883,Super built-up  Area,Ready To Move,Kalena Agrahara,Prillot,1804.0,3.0,2.0,155.0,3
11884,Super built-up  Area,Ready To Move,HSR Layout,NRosete,1140.0,2.0,2.0,46.0,2
11886,Super built-up  Area,Ready To Move,Hebbal,Prersis,2375.0,4.0,2.0,189.0,4
11890,Super built-up  Area,Ready To Move,Thanisandra,Bhmesy ,965.0,2.0,1.0,54.0,2
11891,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1684.0,3.0,1.0,120.0,3
11892,Super built-up  Area,Ready To Move,Hennur Road,MItatHa,1672.0,3.0,2.0,86.0,3
11893,Super built-up  Area,Ready To Move,Panathur,Saite G,1075.0,2.0,2.0,60.0,2
11894,Plot  Area,Ready To Move,Sarjapur,PulokPu,1500.0,5.0,2.0,95.0,3
11896,Super built-up  Area,18-Dec,Hebbal,Mahosya,1420.0,2.0,1.0,99.26,2
11898,Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1169.0,2.0,2.0,64.08,2
11899,Super built-up  Area,18-Jul,Devanahalli,Cerdsga,1290.0,2.0,1.0,62.0,3
11902,Super built-up  Area,Ready To Move,Mysore Road,Brama P,1500.0,3.0,2.0,70.0,3
11905,Super built-up  Area,18-May,Electronic City Phase II,Sryalan,1310.0,2.0,1.0,37.84,3
11907,Super built-up  Area,Ready To Move,other,E onsg ,2150.0,3.0,0.0,170.0,3
11914,Super built-up  Area,Ready To Move,Sarjapur  Road,Usquaya,1025.0,2.0,2.0,45.5,2
11916,Built-up  Area,17-Jun,Electronic City,GMown E,1070.0,2.0,1.0,60.0,2
11917,Super built-up  Area,Ready To Move,Begur,Prorath,815.0,2.0,1.0,40.0,2
11918,Built-up  Area,Ready To Move,Kanakpura Road,SoestSu,2000.0,3.0,3.0,105.0,3
11921,Super built-up  Area,Ready To Move,other,Toodyit,5667.5,5.0,0.0,300.0,4
11924,Plot  Area,Ready To Move,Hegde Nagar,Sotosty,3500.0,5.0,2.0,450.0,4
11930,Super built-up  Area,Ready To Move,KR Puram,LVniaar,1205.0,2.0,1.0,45.79,2
11931,Super built-up  Area,Ready To Move,other,Reicace,1368.0,2.0,3.0,87.0,2
11936,Super built-up  Area,Ready To Move,Yelahanka,Juclend,1408.0,2.0,2.0,58.0,2
11938,Built-up  Area,Ready To Move,other,Sariana,1507.0,3.0,1.0,80.0,3
11941,Built-up  Area,Ready To Move,other,Pathira,960.0,2.0,3.0,50.0,2
11942,Super built-up  Area,Ready To Move,other,BSian M,1021.0,2.0,2.0,46.0,2
11943,Super built-up  Area,Ready To Move,Hegde Nagar,SoisoCa,2162.03,4.0,2.0,129.0,3
11944,Super built-up  Area,Ready To Move,Channasandra,Unm 2El,1065.0,2.0,1.0,36.0,2
11945,Super built-up  Area,Ready To Move,Attibele,Jae 2hu,400.0,1.0,1.0,10.25,1
11946,Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1465.0,2.0,1.0,75.0,3
11947,Super built-up  Area,20-Dec,Kanakpura Road,PrarePa,900.0,2.0,1.0,41.0,2
11948,Super built-up  Area,Ready To Move,Marathahalli,Vaoodar,1800.0,3.0,2.0,95.0,3
11949,Super built-up  Area,Ready To Move,other,IDldsin,1175.0,2.0,2.0,83.0,2
11952,Super built-up  Area,Ready To Move,other,BSiumly,1050.0,2.0,0.0,59.0,2
11953,Built-up  Area,18-Aug,Electronic City Phase II,Sryalan,1400.0,2.0,2.0,40.43,3
11954,Super built-up  Area,Ready To Move,Indira Nagar,Goyalir,1650.0,3.0,1.0,150.0,3
11955,Super built-up  Area,Ready To Move,KR Puram,Srystme,1827.0,3.0,2.0,97.0,3
11956,Super built-up  Area,Ready To Move,Thanisandra,Soitya ,1930.0,4.0,2.0,122.0,3
11957,Super built-up  Area,18-Feb,Mysore Road,PrawnRa,883.0,2.0,1.0,37.0,2
11961,Super built-up  Area,Ready To Move,Kanakapura,SPavenc,1290.0,2.0,3.0,38.69,3
11966,Plot  Area,Ready To Move,other,Vahid O,2400.0,3.0,0.0,200.0,4
11967,Super built-up  Area,18-Apr,Munnekollal,Sadhii ,1200.0,2.0,1.0,57.9,3
11968,Built-up  Area,Ready To Move,JP Nagar,RaosePr,1520.0,3.0,2.0,125.0,3
11969,Super built-up  Area,18-Nov,Thanisandra,Bhe 2ko,777.0,1.0,0.0,38.46,1
11970,Super built-up  Area,Ready To Move,EPIP Zone,BrontLa,2710.0,3.0,2.0,177.0,3
11971,Super built-up  Area,Ready To Move,Kenchenahalli,AriosPa,1150.0,2.0,2.0,57.0,2
11973,Super built-up  Area,Ready To Move,other,RSntsja,1200.0,2.0,3.0,110.0,3
11974,Super built-up  Area,21-Dec,Hebbal,Oztarol,1252.0,2.0,1.0,92.0,2
11975,Super built-up  Area,Ready To Move,Marathahalli,Vaoodar,1650.0,3.0,2.0,85.0,3
11976,Built-up  Area,Ready To Move,Marathahalli,Aantspa,1270.0,2.0,2.0,80.0,2
11977,Super built-up  Area,Ready To Move,Tumkur Road,Sahtsva,992.0,2.0,1.0,70.0,2
11980,Built-up  Area,Ready To Move,Bisuvanahalli,Prityel,1075.0,2.0,1.0,41.49,3
11982,Super built-up  Area,Ready To Move,Electronic City,MAnceun,1190.0,2.0,1.0,42.0,2
11984,Super built-up  Area,Ready To Move,Sarjapur  Road,Ascid P,1814.0,3.0,3.0,63.0,3
11985,Built-up  Area,Ready To Move,other,Malah A,1400.0,3.0,2.0,98.0,3
11987,Super built-up  Area,Ready To Move,other,Vauna F,1344.0,2.0,0.0,56.0,3
11988,Plot  Area,Ready To Move,Whitefield,Prrry M,5400.0,5.0,3.0,475.0,4
11989,Super built-up  Area,Ready To Move,Kanakpura Road,PuandHi,1843.0,3.0,2.0,95.0,3
11990,Super built-up  Area,18-Feb,other,SoasaSa,1138.0,2.0,1.0,32.0,2
11991,Built-up  Area,Ready To Move,other,Ablmsol,1495.0,2.0,2.0,70.0,3
11992,Super built-up  Area,Ready To Move,Electronic City,Itelaa ,880.0,2.0,1.0,19.0,2
11993,Super built-up  Area,18-Apr,Whitefield,Alsta F,1396.0,3.0,1.0,74.0,3
11994,Built-up  Area,Ready To Move,other,BrlisMe,1610.0,2.0,3.0,119.0,3
11996,Built-up  Area,14-Jul,other,Shont F,1410.0,2.0,2.0,43.71,3
11999,Super built-up  Area,Ready To Move,Yelahanka,Rarthne,1104.0,2.0,2.0,58.0,2
12000,Super built-up  Area,19-Mar,Hennur Road,Orens G,1165.0,2.0,1.0,67.0,2
12002,Super built-up  Area,Ready To Move,Hormavu,Savar S,1310.0,2.0,3.0,60.0,2
12006,Super built-up  Area,18-May,other,PrianM ,2240.0,3.0,2.0,300.0,3
12007,Super built-up  Area,Ready To Move,Electronic City,DSgmax ,1150.0,2.0,1.0,38.08,2
12008,Super built-up  Area,19-Dec,Thanisandra,DSity S,2019.0,3.0,1.0,70.67,3
12009,Super built-up  Area,Ready To Move,Varthur,Hirio L,986.0,2.0,1.0,31.0,2
12013,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,Mauner ,1318.0,3.0,2.0,56.0,3
12014,Built-up  Area,Ready To Move,Yelahanka,DSeak S,1325.0,2.0,2.0,58.0,3
12015,Built-up  Area,Ready To Move,Kereguddadahalli,N iewak,800.0,2.0,1.0,33.0,2
12018,Super built-up  Area,Ready To Move,other,ShshaSa,1010.0,2.0,1.0,52.0,2
12019,Super built-up  Area,Ready To Move,Banashankari,Goeesem,1260.0,2.0,3.0,75.0,2
12021,Plot  Area,Ready To Move,other,Asncy P,1520.0,3.0,1.0,165.0,3
12024,Super built-up  Area,Ready To Move,Harlur,Prncyrn,1197.0,2.0,1.0,75.0,2
12027,Super built-up  Area,Ready To Move,Thanisandra,Pronyt ,1241.0,2.0,1.0,68.0,3
12028,Super built-up  Area,Ready To Move,other,ItAnuna,1567.0,2.0,3.0,62.0,3
12029,Super built-up  Area,Ready To Move,Kasavanhalli,Salisal,1747.0,3.0,1.0,110.0,3
12030,Super built-up  Area,18-Jun,Ramagondanahalli,ViistLa,1475.0,2.0,2.0,55.0,3
12033,Super built-up  Area,Ready To Move,Hennur Road,Koagati,980.0,2.0,1.0,51.0,2
12034,Super built-up  Area,18-Apr,Dasanapura,Tavenew,966.0,2.0,1.0,58.0,2
12035,Super built-up  Area,Ready To Move,other,Leton A,2360.0,3.0,2.0,185.0,4
12036,Super built-up  Area,19-Mar,Sarjapur  Road,AsastDe,1112.0,2.0,1.0,62.0,2
12038,Built-up  Area,Ready To Move,other,VDdonel,1760.0,3.0,3.0,90.0,3
12039,Super built-up  Area,Ready To Move,Hennur,Bront A,1830.0,2.0,3.0,113.0,3
12040,Super built-up  Area,19-Mar,Yelahanka,Masser ,1175.0,2.0,1.0,67.77,2
12041,Super built-up  Area,Ready To Move,Whitefield,SSthamh,1175.0,2.0,1.0,41.0,2
12043,Super built-up  Area,18-Aug,Hennur Road,Puachal,1232.0,2.0,1.0,80.0,2
12044,Built-up  Area,Ready To Move,5th Phase JP Nagar,Rewelav,1010.0,2.0,2.0,57.0,2
12045,Super built-up  Area,Ready To Move,Sarjapur  Road,VHinoel,1273.0,2.0,2.0,60.0,2
12046,Super built-up  Area,17-Aug,Battarahalli,PaontWa,1590.0,2.0,2.0,102.0,2
12047,Super built-up  Area,Ready To Move,other,Myitece,1100.0,2.0,1.0,58.5,2
12048,Super built-up  Area,Ready To Move,Electronic City Phase II,Brods W,1252.0,2.0,1.0,65.0,3
12049,Super built-up  Area,Ready To Move,1st Phase JP Nagar,Prhtsok,2615.0,5.0,3.0,222.0,4
12053,Super built-up  Area,Ready To Move,Harlur,Prncyrn,1755.0,3.0,2.0,117.0,3
12054,Super built-up  Area,Ready To Move,Electronic City Phase II,Rie 2ri,1135.0,2.0,2.0,46.0,2
12059,Plot  Area,Ready To Move,Ambedkar Nagar,Thessrm,3500.0,4.0,2.0,550.0,4
12061,Super built-up  Area,20-Dec,Kanakpura Road,PrarePa,1100.0,2.0,1.0,53.0,3
12063,Built-up  Area,Ready To Move,other,Saionl ,1236.0,2.0,1.0,50.0,2
12065,Built-up  Area,18-May,KR Puram,SancyRe,1075.0,2.0,2.0,32.25,2
12069,Super built-up  Area,Ready To Move,Kadugodi,MSingco,1150.0,2.0,2.0,42.0,2
12071,Super built-up  Area,Ready To Move,Hennur Road,GSideS ,1085.0,2.0,1.0,43.4,2
12072,Built-up  Area,Ready To Move,Hebbal Kempapura,Goateds,1785.0,3.0,0.0,165.0,3
12073,Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2475.0,4.0,3.0,300.0,3
12074,Super built-up  Area,Ready To Move,Thanisandra,Soitya ,1930.0,4.0,2.0,120.0,3
12079,Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1920.0,3.0,3.0,122.0,3
12081,Super built-up  Area,Ready To Move,Thanisandra,Bhmesy ,760.0,1.0,2.0,50.4,1
12082,Built-up  Area,Ready To Move,Sahakara Nagar,Kencyes,1201.0,2.0,3.0,80.0,2
12083,Super built-up  Area,18-Jul,Electronic City,Prarkun,1615.0,3.0,2.0,97.0,3
12085,Super built-up  Area,Ready To Move,Budigere,PrityTr,1991.0,4.0,2.0,100.0,3
12086,Super built-up  Area,Ready To Move,Kasavanhalli,HMonymp,1377.0,2.0,2.0,80.0,2
12087,Super built-up  Area,Ready To Move,other,LeDuvMy,2880.0,3.0,2.0,560.0,3
12088,Plot  Area,Ready To Move,other,Pudgear,1892.0,3.0,2.0,200.0,3
12089,Built-up  Area,Ready To Move,other,HMqueu ,2176.0,3.0,3.0,348.0,3
12090,Super built-up  Area,21-Dec,Thanisandra,Bhe 2ko,663.0,1.0,0.0,32.82,1
12092,Super built-up  Area,Ready To Move,Talaghattapura,Toreeic,3554.0,4.0,1.0,340.0,3
12093,Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1260.0,2.0,1.0,45.5,2
12094,Built-up  Area,Ready To Move,other,PSterAs,1095.0,2.0,1.0,39.0,2
12096,Super built-up  Area,Ready To Move,Seegehalli,Sriferi,1176.0,2.0,2.0,50.0,2
12097,Super built-up  Area,Ready To Move,Thanisandra,Soitya ,1801.0,3.0,2.0,115.0,3
12099,Super built-up  Area,Ready To Move,Parappana Agrahara,Peide L,1194.0,2.0,2.0,46.0,2
12101,Super built-up  Area,18-Mar,Uttarahalli,JPismPr,1308.0,2.0,3.0,53.0,3
12102,Plot  Area,Ready To Move,Sarjapur  Road,AdlasRe,4250.0,4.0,2.0,610.0,4
12103,Super built-up  Area,Ready To Move,Thanisandra,Soitya ,1806.0,6.0,2.0,116.0,3
12105,Super built-up  Area,Ready To Move,Hoodi,EsaceLe,2144.0,3.0,2.0,140.0,3
12106,Built-up  Area,Ready To Move,Hoskote,Corus C,1065.0,2.0,3.0,33.75,2
12107,Super built-up  Area,17-Oct,Balagere,Soresea,1205.0,2.0,1.0,67.0,2
12108,Super built-up  Area,Ready To Move,Uttarahalli,SLnssPr,1160.0,2.0,2.0,40.58,2
12110,Super built-up  Area,Ready To Move,Parappana Agrahara,Peide L,1194.0,2.0,2.0,47.0,2
12114,Super built-up  Area,Ready To Move,Iblur Village,Emine P,3633.0,5.0,1.0,335.0,4
12115,Built-up  Area,Ready To Move,Kanakpura Road,PuandHi,1843.0,3.0,2.0,90.0,3
12117,Super built-up  Area,Ready To Move,Thubarahalli,SaodsGr,1885.0,3.0,2.0,85.52,3
12120,Super built-up  Area,Ready To Move,other,BSersTo,1126.0,2.0,1.0,39.4,2
12121,Super built-up  Area,Ready To Move,other,MJeusyl,1357.0,2.0,2.0,59.0,3
12122,Super built-up  Area,Ready To Move,Whitefield,SMuilan,1451.0,2.0,2.0,46.4,3
12124,Super built-up  Area,Ready To Move,Hennur Road,Mileeou,950.0,2.0,1.0,55.0,2
12125,Built-up  Area,Ready To Move,Bellandur,Srure S,960.0,2.0,2.0,48.0,2
12127,Plot  Area,18-May,Kaggalipura,AxvamTa,2200.0,4.0,1.0,150.0,3
12128,Super built-up  Area,Ready To Move,Ambalipura,Dimes E,1607.0,2.0,2.0,112.0,3
12129,Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,900.0,2.0,1.0,46.29,2
12130,Built-up  Area,Ready To Move,other,ViortCo,1080.0,2.0,2.0,38.0,2
12132,Super built-up  Area,Ready To Move,Hosa Road,Pamesy ,1708.0,3.0,0.0,64.05,4
12134,Super built-up  Area,Ready To Move,Bellandur,Krala D,1690.0,2.0,2.0,116.0,3
